_id,Lat,Long,OWNER,TOTAL_VALUE,YR_BUILT,OVERALL_COND,Evict_rate,Code_violation_count,Likelihood_of_purchase,Landlord_score,Top_10_owner,DATA_YR
172995,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
172996,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
172997,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
172998,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
172999,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173000,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173001,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173002,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173003,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173004,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173005,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173006,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173007,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173009,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173010,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173011,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173012,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173013,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173014,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173015,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173016,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173017,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173018,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173019,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173020,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173021,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173022,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173023,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173024,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173025,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173026,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173027,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173028,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173029,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173030,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173031,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173032,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173033,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173034,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173035,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173036,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173037,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173038,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173039,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173040,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173041,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173042,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173043,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173044,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173045,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173046,42.3328668,-71.1727583,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173047,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173048,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173049,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173050,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173051,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173052,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173053,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173054,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173055,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173056,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173057,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173058,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173059,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173060,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173061,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173062,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173063,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173064,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173065,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173066,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173067,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173068,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173069,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173070,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,259500,1985,A - Average,0,0,0,0,1,2024
173071,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173072,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,331500,1985,A - Average,0,0,0,0,1,2024
173129,42.335029,-71.1678007,TRUSTEES OF BOSTON COLLEGE,545875300,1979,VG - Very Good,0,0,0,0,1,2024
173130,42.3355488,-71.1684945,TRUSTEES OF BOSTON COLLEGE,1007700,1942,A - Average,0,0,0,0,1,2024
180648,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,25667678,2009,G - Good,0,0,0,0,1,2024
180751,42.3275619,-71.1871703,TRUSTEES OF BOSTON COLLEGE,2009900,1933,A - Average,0,0,0,0,1,2024
181211,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,1784200,1942,A - Average,0,0,0,0,1,2024
181212,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,278300,1942,A - Average,0,0,0,0,1,2024
181225,42.3300286,-71.1850406,TRUSTEES OF BOSTON COLLEGE,974500,1930,A - Average,0,0,0,0,1,2024
181227,42.3300286,-71.1850406,TRUSTEES OF BOSTON COLLEGE,1241500,1920,A - Average,0,0,0,0,1,2024
181231,42.3300286,-71.1850406,TRUSTEES OF BOSTON COLLEGE,1312500,1930,A - Average,0,0,0,0,1,2024
181232,42.3300286,-71.1850406,TRUSTEES OF BOSTON COLLEGE,884000,1920,A - Average,0,0,0,0,1,2024
181233,42.3300286,-71.1850406,TRUSTEES OF BOSTON COLLEGE,910700,1920,G - Good,0,0,0,0,1,2024
181234,42.3300286,-71.1850406,TRUSTEES OF BOSTON COLLEGE,1312200,1920,A - Average,0,0,0,0,1,2024
181248,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,20911400,1900,EX - Excellent,0,0,0,0,1,2024
181249,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,22538100,1875,EX - Excellent,0,0,0,0,1,2024
181250,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,5839900,1900,EX - Excellent,0,0,0,0,1,2024
181251,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,16152100,1900,A - Average,0,0,0,0,1,2024
181252,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,5109800,1942,A - Average,0,0,0,0,1,2024
181253,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,15228800,1964,G - Good,0,0,0,0,1,2024
181256,42.3443605,-71.1631856,TRUSTEES OF BOSTON COLLEGE,27272900,1942,A - Average,0,0,0,0,1,2024
181257,42.3361277,-71.16926,TRUSTEES OF BOSTON COLLEGE,31284900,1900,G - Good,0,0,0,0,1,2024
181337,42.3403242,-71.1611879,TRUSTEES OF BOSTON COLLEGE,5217400,1899,G - Good,0,0,0,0,1,2024
182209,42.3300286,-71.1850406,TRUSTEES OF BOSTON COLLEGE,1228700,1920,G - Good,0,0,0,0,1,2024
30180,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,0,2022,G - Good,0,0,0,0,1,2024
30190,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,702600,2020,G - Good,0,0,0,0,1,2024
30192,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1140400,2020,G - Good,0,0,0,0,1,2024
30208,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,682000,2020,G - Good,0,0,0,0,1,2024
30212,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1142000,2020,G - Good,0,0,0,0,1,2024
30213,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,584900,2020,G - Good,0,0,0,0,1,2024
30228,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,683600,2020,G - Good,0,0,0,0,1,2024
30230,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,776400,2020,G - Good,0,0,0,0,1,2024
30232,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1143600,2020,G - Good,0,0,0,0,1,2024
30238,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,684400,2020,G - Good,0,0,0,0,1,2024
30241,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,731200,2020,G - Good,0,0,0,0,1,2024
30243,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,587300,2020,G - Good,0,0,0,0,1,2024
30245,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,773500,2020,G - Good,0,0,0,0,1,2024
30246,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,719800,2020,G - Good,0,0,0,0,1,2024
30247,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,732100,2020,G - Good,0,0,0,0,1,2024
30248,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,753800,2020,G - Good,0,0,0,0,1,2024
30249,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,719300,2020,G - Good,0,0,0,0,1,2024
30250,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,778200,2020,G - Good,0,0,0,0,1,2024
30251,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,732100,2020,G - Good,0,0,0,0,1,2024
30252,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1259700,2020,G - Good,0,0,0,0,1,2024
30253,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,646900,2020,G - Good,0,0,0,0,1,2024
30254,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,646100,2020,G - Good,0,0,0,0,1,2024
30255,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,851800,2020,G - Good,0,0,0,0,1,2024
30258,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,754700,2020,G - Good,0,0,0,0,1,2024
30261,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,733000,2020,G - Good,0,0,0,0,1,2024
30263,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,647800,2020,G - Good,0,0,0,0,1,2024
30264,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,647000,2020,G - Good,0,0,0,0,1,2024
30265,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,852600,2020,G - Good,0,0,0,0,1,2024
30268,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,755500,2020,G - Good,0,0,0,0,1,2024
30269,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,721100,2020,G - Good,0,0,0,0,1,2024
30270,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,779900,2020,G - Good,0,0,0,0,1,2024
30271,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,733900,2020,G - Good,0,0,0,0,1,2024
30273,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,648700,2020,G - Good,0,0,0,0,1,2024
30274,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,647900,2020,G - Good,0,0,0,0,1,2024
30275,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,853500,2020,G - Good,0,0,0,0,1,2024
30278,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,756400,2020,G - Good,0,0,0,0,1,2024
30279,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,787600,2020,G - Good,0,0,0,0,1,2024
30280,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,851800,2020,G - Good,0,0,0,0,1,2024
30281,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,801500,2020,G - Good,0,0,0,0,1,2024
30282,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1377100,2020,G - Good,0,0,0,0,1,2024
30283,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,708600,2020,G - Good,0,0,0,0,1,2024
30284,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,707700,2020,G - Good,0,0,0,0,1,2024
30285,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,932100,2020,G - Good,0,0,0,0,1,2024
30288,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,826100,2020,G - Good,0,0,0,0,1,2024
30289,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,789500,2020,G - Good,0,0,0,0,1,2024
30290,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,853700,2020,G - Good,0,0,0,0,1,2024
30291,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,803400,2020,G - Good,0,0,0,0,1,2024
30292,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1379000,2020,G - Good,0,0,0,0,1,2024
30293,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,710500,2020,G - Good,0,0,0,0,1,2024
30294,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,709600,2020,G - Good,0,0,0,0,1,2024
30295,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,934000,2020,G - Good,0,0,0,0,1,2024
30298,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,828100,2020,G - Good,0,0,0,0,1,2024
30299,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,790400,2020,G - Good,0,0,0,0,1,2024
30300,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,854700,2020,G - Good,0,0,0,0,1,2024
30301,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,804400,2020,G - Good,0,0,0,0,1,2024
30302,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1380000,2020,G - Good,0,0,0,0,1,2024
30303,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,711500,2020,G - Good,0,0,0,0,1,2024
30304,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,710600,2020,G - Good,0,0,0,0,1,2024
30305,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,935000,2020,G - Good,0,0,0,0,1,2024
30308,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,829000,2020,G - Good,0,0,0,0,1,2024
30309,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,791400,2020,G - Good,0,0,0,0,1,2024
30310,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,855600,2020,G - Good,0,0,0,0,1,2024
30311,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,805400,2020,G - Good,0,0,0,0,1,2024
30312,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1381000,2020,G - Good,0,0,0,0,1,2024
30313,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,712400,2020,G - Good,0,0,0,0,1,2024
30314,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,711600,2020,G - Good,0,0,0,0,1,2024
30315,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,935900,2020,G - Good,0,0,0,0,1,2024
30318,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,830000,2020,G - Good,0,0,0,0,1,2024
30319,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1519500,2020,G - Good,0,0,0,0,1,2024
30321,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1644600,2020,G - Good,0,0,0,0,1,2024
30322,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1645800,2020,G - Good,0,0,0,0,1,2024
30325,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1520500,2020,G - Good,0,0,0,0,1,2024
30326,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1683400,2020,G - Good,0,0,0,0,1,2024
30327,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1644200,2020,G - Good,0,0,0,0,1,2024
30328,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1720000,2020,G - Good,0,0,0,0,1,2024
30329,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1632900,2020,G - Good,0,0,0,0,1,2024
30330,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1521400,2020,G - Good,0,0,0,0,1,2024
30331,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1684400,2020,G - Good,0,0,0,0,1,2024
30332,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1645100,2020,G - Good,0,0,0,0,1,2024
30333,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1721000,2020,G - Good,0,0,0,0,1,2024
30334,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1633900,2020,G - Good,0,0,0,0,1,2024
30335,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1712700,2020,G - Good,0,0,0,0,1,2024
30336,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1896000,2020,G - Good,0,0,0,0,1,2024
30338,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1937200,2020,G - Good,0,0,0,0,1,2024
30339,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1839200,2020,G - Good,0,0,0,0,1,2024
30340,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1713800,2020,G - Good,0,0,0,0,1,2024
30341,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1897100,2020,G - Good,0,0,0,0,1,2024
30342,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1852900,2020,G - Good,0,0,0,0,1,2024
30343,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1938200,2020,G - Good,0,0,0,0,1,2024
30344,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1840300,2020,G - Good,0,0,0,0,1,2024
30345,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1714800,2020,G - Good,0,0,0,0,1,2024
30346,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1898100,2020,G - Good,0,0,0,0,1,2024
30348,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,1671800,2020,G - Good,0,0,0,0,1,2024
30349,40.7032562,-73.9906705,PARKER CONDOMINIUM TRUST,748400,2020,VG - Very Good,0,0,0,0,1,2024
20046,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20047,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,196000,1942,A - Average,0,0,0,0,1,2024
20048,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20049,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20050,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20051,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20052,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20053,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20054,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,300600,1900,A - Average,0,0,0,0,1,2024
20055,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20056,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20057,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20058,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20059,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20060,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20061,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20062,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20063,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20064,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20065,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,163200,1900,A - Average,0,0,0,0,1,2024
20066,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20067,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20068,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,245200,1900,A - Average,0,0,0,0,1,2024
20069,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20070,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20071,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20072,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20073,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20074,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
20075,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20076,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20077,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20078,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20079,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20080,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,163200,1900,A - Average,0,0,0,0,1,2024
20081,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20082,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20083,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20084,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20085,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,198900,1900,A - Average,0,0,0,0,1,2024
20086,42.3654594,-71.0566038,MARKETPLACE LOFTS LIMITED,242400,1900,A - Average,0,0,0,0,1,2024
